description,text-classification,text-classification text2text-generation text-generation,time-series-forecasting,text-generation,reinforcement-learning text-generation question-answering,text-generation fill-mask,text-generation,text-generation,text-generation,question-answering,question-answering,text-classification token-classification question-answering,text2text-generation,text-generation fill-mask,other,translation token-classification text2text-generation text-retrieval text-generation text-classification feature-extraction question-answering,text-generation,question-answering,text-to-image image-to-text,image-to-text text-generation,question-answering,image-to-text,summarization question-answering text-generation text2text-generation,multiple-choice,automatic-speech-recognition,fill-mask text-generation,text-classification
text categorization document classification content labeling topic identification,0.15909090638160706,0.12121212482452393,0.0,0.10000000149011612,0.04545454680919647,0.09302325546741486,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0833333358168602,0.0833333358168602,0.1428571492433548,0.06122449040412903,0.09302325546741486,0.06818182021379471,0.07407407462596893,0.10000000149011612,0.0833333358168602,0.02777777798473835,0.05999999865889549,0.0833333358168602,0.021276595070958138,0.02777777798473835,0.09756097197532654,0.08163265138864517,0.08163265138864517,0.15909090638160706
climate change global warming carbon emissions sustainability renewable energy,0.0,0.0,0.029411764815449715,0.0,0.0,0.027027027681469917,0.0,0.0,0.0,0.0,0.0,0.0,0.02380952425301075,0.027027027681469917,0.0,0.0,0.0,0.0,0.0,0.023255813866853714,0.0,0.02631578966975212,0.0,0.0,0.0,0.023255813866853714,0.0
machine learning neural networks AI applications deep learning data science,0.0,0.0,0.0,0.0,0.0,0.032258063554763794,0.0,0.0,0.0,0.0,0.0,0.0,0.02777777798473835,0.032258063554763794,0.0,0.0,0.0,0.0,0.0476190485060215,0.027027027681469917,0.0,0.03125,0.0,0.0,0.0,0.027027027681469917,0.0
ancient civilizations archaeology historical artifacts Egyptian pyramids lost cities,0.02083333395421505,0.0,0.05000000074505806,0.01923076994717121,0.0731707289814949,0.04651162773370743,0.01923076994717121,0.01923076994717121,0.01923076994717121,0.020408162847161293,0.020408162847161293,0.04545454680919647,0.0,0.04651162773370743,0.022727273404598236,0.0,0.01923076994717121,0.020408162847161293,0.06060606241226196,0.019999999552965164,0.020408162847161293,0.06976744532585144,0.0,0.0,0.0,0.040816325694322586,0.02083333395421505
quantum computing quantum mechanics superposition entanglement future technology,0.0416666679084301,0.02857142873108387,0.02380952425301075,0.03846153989434242,0.0714285746216774,0.02222222276031971,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.08510638028383255,0.08510638028383255,0.021739130839705467,0.0625,0.02222222276031971,0.04545454680919647,0.03703703731298447,0.03846153989434242,0.08510638028383255,0.0,0.03999999910593033,0.08510638028383255,0.0,0.09090909361839294,0.0476190485060215,0.0,0.0,0.0416666679084301
space exploration NASA missions Mars rover exoplanets space telescopes,0.02631578966975212,0.0416666679084301,0.032258063554763794,0.04878048598766327,0.09677419066429138,0.029411764815449715,0.04878048598766327,0.04878048598766327,0.04878048598766327,0.025641025975346565,0.025641025975346565,0.02857142873108387,0.025641025975346565,0.029411764815449715,0.029411764815449715,0.0625,0.04878048598766327,0.025641025975346565,0.0416666679084301,0.02500000037252903,0.025641025975346565,0.02857142873108387,0.08695652335882187,0.03125,0.02500000037252903,0.05128205195069313,0.02631578966975212
mental health psychology therapy techniques depression research cognitive behavior,0.05128205195069313,0.03846153989434242,0.0,0.0,0.02857142873108387,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027681469917,0.0,0.0,0.02777777798473835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846153989434242,0.0,0.0,0.0,0.05128205195069313
cryptocurrency blockchain technology Bitcoin trends Ethereum updates digital assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genetic engineering CRISPR technology DNA sequencing biotechnology genome editing,0.02500000037252903,0.03846153989434242,0.09677419066429138,0.04651162773370743,0.02857142873108387,0.0,0.04651162773370743,0.04651162773370743,0.04651162773370743,0.0,0.0,0.027027027681469917,0.0,0.0,0.02777777798473835,0.0,0.04651162773370743,0.0,0.0,0.04878048598766327,0.0,0.027027027681469917,0.0,0.0,0.02380952425301075,0.0,0.02500000037252903
oceanography marine ecosystems coral reefs deep-sea exploration ocean currents,0.025641025975346565,0.03999999910593033,0.03125,0.023255813866853714,0.0,0.02857142873108387,0.023255813866853714,0.023255813866853714,0.023255813866853714,0.0,0.0,0.02777777798473835,0.0,0.02857142873108387,0.02857142873108387,0.0,0.023255813866853714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390242993831635,0.024390242993831635,0.025641025975346565
renewable energy solar power wind turbines green technology energy storage,0.0,0.0,0.0625,0.04651162773370743,0.02857142873108387,0.0882352963089943,0.04651162773370743,0.04651162773370743,0.04651162773370743,0.0,0.0,0.0555555559694767,0.07692307978868484,0.0882352963089943,0.0,0.0,0.04651162773370743,0.0,0.03846153989434242,0.02380952425301075,0.0,0.0555555559694767,0.0,0.0,0.0,0.07500000298023224,0.0
artificial intelligence AI ethics robotics automation natural language processing,0.1090909093618393,0.09302325546741486,0.03846153989434242,0.10169491171836853,0.056603774428367615,0.09615384787321091,0.10169491171836853,0.10169491171836853,0.10169491171836853,0.1071428582072258,0.1071428582072258,0.09433962404727936,0.03333333507180214,0.09615384787321091,0.036363635212183,0.02631578966975212,0.10169491171836853,0.1071428582072258,0.06818182021379471,0.05000000074505806,0.1071428582072258,0.07407407462596893,0.04444444552063942,0.057692307978868484,0.145454540848732,0.10526315867900848,0.1090909093618393
pandemics infectious diseases virus research epidemiology public health,0.0,0.0,0.0,0.02500000037252903,0.0,0.0,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.0,0.0,0.0,0.027027027681469917,0.0,0.0,0.0714285746216774,0.02500000037252903,0.0,0.0,0.054054055362939835,0.0,0.03030303120613098,0.04545454680919647,0.0,0.0,0.0,0.0
urban planning smart cities sustainable development infrastructure design transportation systems,0.03999999910593033,0.027027027681469917,0.022727273404598236,0.0181818176060915,0.021739130839705467,0.043478261679410934,0.0181818176060915,0.0181818176060915,0.0181818176060915,0.03921568766236305,0.03921568766236305,0.0,0.03921568766236305,0.043478261679410934,0.043478261679410934,0.0,0.0181818176060915,0.03921568766236305,0.027027027681469917,0.03846153989434242,0.03921568766236305,0.042553190141916275,0.0555555559694767,0.02222222276031971,0.0,0.01886792480945587,0.03999999910593033
wildlife conservation endangered species habitat preservation biodiversity ecology,0.04444444552063942,0.03125,0.0,0.040816325694322586,0.024390242993831635,0.02380952425301075,0.040816325694322586,0.040816325694322586,0.040816325694322586,0.021276595070958138,0.021276595070958138,0.10000000149011612,0.021276595070958138,0.02380952425301075,0.02380952425301075,0.0416666679084301,0.040816325694322586,0.021276595070958138,0.06451612710952759,0.02083333395421505,0.021276595070958138,0.0476190485060215,0.03125,0.02500000037252903,0.02083333395421505,0.042553190141916275,0.04444444552063942
education technology online learning platforms virtual classrooms digital literacy e-learning tools,0.020408162847161293,0.02857142873108387,0.0,0.03846153989434242,0.0,0.02222222276031971,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.0625,0.0625,0.021739130839705467,0.019999999552965164,0.02222222276031971,0.02222222276031971,0.0,0.03846153989434242,0.0625,0.0,0.019607843831181526,0.0625,0.021739130839705467,0.0,0.0,0.06122449040412903,0.019607843831181526,0.020408162847161293
renewable resources circular economy waste management recycling innovations sustainable materials,0.022727273404598236,0.0,0.0,0.02083333395421505,0.05263157933950424,0.0,0.02083333395421505,0.02083333395421505,0.02083333395421505,0.0,0.0,0.05000000074505806,0.0,0.0,0.05128205195069313,0.0,0.02083333395421505,0.0,0.03333333507180214,0.021739130839705467,0.0,0.024390242993831635,0.0,0.0,0.021739130839705467,0.0,0.022727273404598236
artificial intelligence AI ethics robotics automation natural language processing,0.1090909093618393,0.09302325546741486,0.03846153989434242,0.10169491171836853,0.056603774428367615,0.09615384787321091,0.10169491171836853,0.10169491171836853,0.10169491171836853,0.1071428582072258,0.1071428582072258,0.09433962404727936,0.03333333507180214,0.09615384787321091,0.036363635212183,0.02631578966975212,0.10169491171836853,0.1071428582072258,0.06818182021379471,0.05000000074505806,0.1071428582072258,0.07407407462596893,0.04444444552063942,0.057692307978868484,0.145454540848732,0.10526315867900848,0.1090909093618393
pandemics infectious diseases virus research epidemiology public health,0.0,0.0,0.0,0.02500000037252903,0.0,0.0,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.0,0.0,0.0,0.027027027681469917,0.0,0.0,0.0714285746216774,0.02500000037252903,0.0,0.0,0.054054055362939835,0.0,0.03030303120613098,0.04545454680919647,0.0,0.0,0.0,0.0
urban planning smart cities sustainable development infrastructure design transportation systems,0.03999999910593033,0.027027027681469917,0.022727273404598236,0.0181818176060915,0.021739130839705467,0.043478261679410934,0.0181818176060915,0.0181818176060915,0.0181818176060915,0.03921568766236305,0.03921568766236305,0.0,0.03921568766236305,0.043478261679410934,0.043478261679410934,0.0,0.0181818176060915,0.03921568766236305,0.027027027681469917,0.03846153989434242,0.03921568766236305,0.042553190141916275,0.0555555559694767,0.02222222276031971,0.0,0.01886792480945587,0.03999999910593033
wildlife conservation endangered species habitat preservation biodiversity ecology,0.04444444552063942,0.03125,0.0,0.040816325694322586,0.024390242993831635,0.02380952425301075,0.040816325694322586,0.040816325694322586,0.040816325694322586,0.021276595070958138,0.021276595070958138,0.10000000149011612,0.021276595070958138,0.02380952425301075,0.02380952425301075,0.0416666679084301,0.040816325694322586,0.021276595070958138,0.06451612710952759,0.02083333395421505,0.021276595070958138,0.0476190485060215,0.03125,0.02500000037252903,0.02083333395421505,0.042553190141916275,0.04444444552063942
education technology online learning platforms virtual classrooms digital literacy e-learning tools,0.020408162847161293,0.02857142873108387,0.0,0.03846153989434242,0.0,0.02222222276031971,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.0625,0.0625,0.021739130839705467,0.019999999552965164,0.02222222276031971,0.02222222276031971,0.0,0.03846153989434242,0.0625,0.0,0.019607843831181526,0.0625,0.021739130839705467,0.0,0.0,0.06122449040412903,0.019607843831181526,0.020408162847161293
renewable resources circular economy waste management recycling innovations sustainable materials,0.022727273404598236,0.0,0.0,0.02083333395421505,0.05263157933950424,0.0,0.02083333395421505,0.02083333395421505,0.02083333395421505,0.0,0.0,0.05000000074505806,0.0,0.0,0.05128205195069313,0.0,0.02083333395421505,0.0,0.03333333507180214,0.021739130839705467,0.0,0.024390242993831635,0.0,0.0,0.021739130839705467,0.0,0.022727273404598236
space weather solar flares geomagnetic storms auroras cosmic radiation,0.04651162773370743,0.0,0.027027027681469917,0.042553190141916275,0.05263157933950424,0.02500000037252903,0.042553190141916275,0.042553190141916275,0.042553190141916275,0.04545454680919647,0.04545454680919647,0.024390242993831635,0.0,0.02500000037252903,0.05128205195069313,0.04545454680919647,0.042553190141916275,0.04545454680919647,0.0,0.021739130839705467,0.04545454680919647,0.0,0.06896551698446274,0.0,0.04444444552063942,0.04444444552063942,0.04651162773370743
art history Renaissance art modern art movements famous painters art museums,0.02500000037252903,0.0,0.0625,0.04651162773370743,0.02857142873108387,0.02777777798473835,0.04651162773370743,0.04651162773370743,0.04651162773370743,0.0,0.0,0.0,0.024390242993831635,0.02777777798473835,0.0,0.0,0.04651162773370743,0.0,0.125,0.02380952425301075,0.0,0.1515151560306549,0.0,0.029411764815449715,0.0,0.02380952425301075,0.02500000037252903
cybersecurity data breaches encryption methods hacking prevention digital privacy,0.0,0.0,0.03999999910593033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275849223137,0.0,0.0,0.0357142873108387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nutrition science healthy diets superfoods vitamins and minerals dietary research,0.0,0.0,0.02380952425301075,0.03846153989434242,0.04651162773370743,0.095238097012043,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.019999999552965164,0.019999999552965164,0.0,0.0,0.095238097012043,0.02222222276031971,0.0,0.03846153989434242,0.019999999552965164,0.02857142873108387,0.019607843831181526,0.019999999552965164,0.021739130839705467,0.02857142873108387,0.023255813866853714,0.019607843831181526,0.0833333358168602,0.0
renewable agriculture organic farming soil health crop rotation sustainable food systems,0.0416666679084301,0.05882352963089943,0.02380952425301075,0.07999999821186066,0.04651162773370743,0.04545454680919647,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.08510638028383255,0.08510638028383255,0.06818182021379471,0.019999999552965164,0.04545454680919647,0.04545454680919647,0.03703703731298447,0.07999999821186066,0.08510638028383255,0.0,0.019607843831181526,0.08510638028383255,0.021739130839705467,0.02857142873108387,0.0476190485060215,0.03999999910593033,0.03999999910593033,0.0416666679084301
robotics autonomous systems industrial robots humanoid robots robotic process automation,0.06976744532585144,0.06666667014360428,0.054054055362939835,0.0416666679084301,0.10810811072587967,0.05000000074505806,0.0416666679084301,0.0416666679084301,0.0416666679084301,0.04444444552063942,0.04444444552063942,0.04878048598766327,0.021739130839705467,0.05000000074505806,0.05000000074505806,0.043478261679410934,0.0416666679084301,0.04444444552063942,0.032258063554763794,0.043478261679410934,0.04444444552063942,0.02380952425301075,0.032258063554763794,0.025641025975346565,0.09090909361839294,0.06666667014360428,0.06976744532585144
virtual reality augmented reality VR gaming immersive experiences AR applications,0.05882352963089943,0.05263157933950424,0.06818182021379471,0.07407407462596893,0.06521739065647125,0.08695652335882187,0.07407407462596893,0.07407407462596893,0.07407407462596893,0.057692307978868484,0.057692307978868484,0.040816325694322586,0.057692307978868484,0.08695652335882187,0.13636364042758942,0.06666667014360428,0.07407407462596893,0.057692307978868484,0.05263157933950424,0.07692307978868484,0.057692307978868484,0.0625,0.025641025975346565,0.06666667014360428,0.0181818176060915,0.07692307978868484,0.05882352963089943
renewable water resources desalination technology water scarcity hydrology clean water access,0.027027027681469917,0.043478261679410934,0.0,0.05000000074505806,0.03125,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0,0.0,0.09375,0.02631578966975212,0.0,0.03030303120613098,0.0,0.05000000074505806,0.0,0.043478261679410934,0.05263157933950424,0.0,0.06060606241226196,0.0,0.032258063554763794,0.0,0.0,0.027027027681469917
electric vehicles EV batteries charging infrastructure Tesla updates sustainable transportation,0.0,0.0,0.054054055362939835,0.020408162847161293,0.0,0.05000000074505806,0.020408162847161293,0.020408162847161293,0.020408162847161293,0.021739130839705467,0.021739130839705467,0.0,0.021739130839705467,0.05000000074505806,0.0,0.0,0.020408162847161293,0.021739130839705467,0.0,0.021276595070958138,0.021739130839705467,0.02380952425301075,0.0,0.0,0.0,0.021276595070958138,0.0
renewable forests deforestation tree planting initiatives forest ecosystems carbon sequestration,0.02500000037252903,0.03846153989434242,0.0,0.022727273404598236,0.05882352963089943,0.02777777798473835,0.022727273404598236,0.022727273404598236,0.022727273404598236,0.024390242993831635,0.024390242993831635,0.0555555559694767,0.024390242993831635,0.02777777798473835,0.02777777798473835,0.0555555559694767,0.022727273404598236,0.024390242993831635,0.0,0.04878048598766327,0.024390242993831635,0.027027027681469917,0.03846153989434242,0.029411764815449715,0.0,0.02380952425301075,0.02500000037252903
space-time relativity theory black holes gravitational waves cosmology,0.025641025975346565,0.0,0.03125,0.023255813866853714,0.029411764815449715,0.0,0.023255813866853714,0.023255813866853714,0.023255813866853714,0.0,0.0,0.05714285746216774,0.0,0.0,0.0,0.0,0.023255813866853714,0.0,0.03999999910593033,0.024390242993831635,0.0,0.02777777798473835,0.03999999910593033,0.0,0.0,0.0,0.025641025975346565
renewable housing green architecture energy-efficient homes sustainable building materials urban housing,0.0,0.0,0.03030303120613098,0.022727273404598236,0.02857142873108387,0.02777777798473835,0.022727273404598236,0.022727273404598236,0.022727273404598236,0.0,0.0,0.027027027681469917,0.05000000074505806,0.02777777798473835,0.02777777798473835,0.0,0.022727273404598236,0.0,0.03846153989434242,0.04878048598766327,0.0,0.08571428805589676,0.0,0.0,0.0,0.02380952425301075,0.0
renewable textiles sustainable fashion eco-friendly fabrics fast fashion impact textile recycling,0.02222222276031971,0.032258063554763794,0.02631578966975212,0.0416666679084301,0.02500000037252903,0.0,0.0416666679084301,0.0416666679084301,0.0416666679084301,0.021739130839705467,0.021739130839705467,0.07500000298023224,0.021739130839705467,0.0,0.05000000074505806,0.043478261679410934,0.0416666679084301,0.021739130839705467,0.032258063554763794,0.043478261679410934,0.021739130839705467,0.07500000298023224,0.032258063554763794,0.025641025975346565,0.0,0.021276595070958138,0.02222222276031971
renewable plastics biodegradable materials plastic pollution ocean cleanup microplastics,0.0,0.0,0.02857142873108387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813866853714,0.0,0.02631578966975212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727273404598236,0.022727273404598236,0.0
renewable transportation public transit systems electric buses bike-sharing programs urban mobility,0.025641025975346565,0.03999999910593033,0.0,0.023255813866853714,0.0,0.0,0.023255813866853714,0.023255813866853714,0.023255813866853714,0.0,0.0,0.02777777798473835,0.02500000037252903,0.0,0.0,0.05882352963089943,0.023255813866853714,0.0,0.0,0.024390242993831635,0.0,0.0,0.03999999910593033,0.03030303120613098,0.05000000074505806,0.024390242993831635,0.025641025975346565
renewable packaging zero-waste products compostable materials eco-friendly brands sustainable design,0.0,0.0,0.0,0.023255813866853714,0.029411764815449715,0.0,0.023255813866853714,0.023255813866853714,0.023255813866853714,0.0,0.0,0.05714285746216774,0.0,0.0,0.02857142873108387,0.0,0.023255813866853714,0.0,0.03999999910593033,0.024390242993831635,0.0,0.02777777798473835,0.0,0.03030303120613098,0.0,0.0,0.0
renewable finance green bonds sustainable investing ESG criteria impact investing,0.023255813866853714,0.03448275849223137,0.0,0.06666667014360428,0.054054055362939835,0.0,0.06666667014360428,0.06666667014360428,0.06666667014360428,0.04651162773370743,0.04651162773370743,0.07894736528396606,0.022727273404598236,0.0,0.025641025975346565,0.0,0.06666667014360428,0.04651162773370743,0.03448275849223137,0.02222222276031971,0.04651162773370743,0.02500000037252903,0.0,0.0,0.04545454680919647,0.0,0.023255813866853714
renewable healthcare telemedicine health tech startups wearable devices AI in healthcare,0.0731707289814949,0.1111111119389534,0.05714285746216774,0.043478261679410934,0.0,0.0,0.043478261679410934,0.043478261679410934,0.043478261679410934,0.0,0.0,0.02500000037252903,0.022727273404598236,0.0,0.0,0.0,0.043478261679410934,0.0,0.0,0.02222222276031971,0.0,0.02500000037252903,0.0,0.027027027681469917,0.04545454680919647,0.0,0.0731707289814949
renewable education STEM programs inclusive education edtech innovations global literacy,0.0,0.0,0.03125,0.023255813866853714,0.029411764815449715,0.02857142873108387,0.023255813866853714,0.023255813866853714,0.023255813866853714,0.0,0.0,0.02777777798473835,0.0,0.02857142873108387,0.0,0.0,0.023255813866853714,0.0,0.03999999910593033,0.05000000074505806,0.0,0.05714285746216774,0.0,0.03030303120613098,0.024390242993831635,0.0,0.0
renewable cities urban green spaces smart city planning sustainable urbanization resilient cities,0.04651162773370743,0.06896551698446274,0.0,0.06521739065647125,0.0810810774564743,0.05128205195069313,0.06521739065647125,0.06521739065647125,0.06521739065647125,0.04545454680919647,0.04545454680919647,0.05000000074505806,0.06976744532585144,0.05128205195069313,0.02500000037252903,0.04545454680919647,0.06521739065647125,0.04545454680919647,0.03333333507180214,0.06818182021379471,0.04545454680919647,0.07692307978868484,0.06896551698446274,0.054054055362939835,0.0,0.021739130839705467,0.04651162773370743
renewable oceans marine conservation ocean cleanup projects sustainable fisheries blue economy,0.018518518656492233,0.02500000037252903,0.043478261679410934,0.035087719559669495,0.0,0.0,0.035087719559669495,0.035087719559669495,0.035087719559669495,0.0,0.0,0.0,0.056603774428367615,0.0,0.019999999552965164,0.03125,0.035087719559669495,0.0,0.0,0.01785714365541935,0.0,0.019607843831181526,0.0,0.02083333395421505,0.01785714365541935,0.0,0.018518518656492233
renewable forests reforestation projects forest carbon credits wildfire prevention biodiversity hotspots,0.054054055362939835,0.08695652335882187,0.06666667014360428,0.02380952425301075,0.0,0.0,0.02380952425301075,0.02380952425301075,0.02380952425301075,0.0,0.0,0.05882352963089943,0.025641025975346565,0.0,0.06060606241226196,0.0625,0.02380952425301075,0.0,0.0,0.0,0.0,0.02857142873108387,0.0416666679084301,0.03125,0.0,0.02500000037252903,0.054054055362939835
renewable energy storage battery technology grid storage solutions hydrogen fuel cells energy efficiency,0.0,0.0357142873108387,0.05882352963089943,0.021739130839705467,0.0555555559694767,0.02631578966975212,0.021739130839705467,0.021739130839705467,0.021739130839705467,0.0,0.0,0.05263157933950424,0.0476190485060215,0.02631578966975212,0.02631578966975212,0.0,0.021739130839705467,0.0,0.11538461595773697,0.0714285746216774,0.0,0.0810810774564743,0.0357142873108387,0.02777777798473835,0.0,0.022727273404598236,0.0
renewable agriculture vertical farming hydroponics urban farming precision agriculture,0.0,0.03703703731298447,0.029411764815449715,0.095238097012043,0.0882352963089943,0.0,0.095238097012043,0.095238097012043,0.095238097012043,0.04878048598766327,0.04878048598766327,0.054054055362939835,0.04878048598766327,0.0,0.0,0.05263157933950424,0.095238097012043,0.04878048598766327,0.03703703731298447,0.0476190485060215,0.04878048598766327,0.054054055362939835,0.03703703731298447,0.05882352963089943,0.0476190485060215,0.0,0.0
renewable tourism eco-tourism destinations sustainable travel carbon-neutral vacations green hotels,0.0,0.0,0.0,0.0,0.03448275849223137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142873108387,0.0,0.03333333507180214,0.0,0.0,0.0,0.05000000074505806,0.0,0.0,0.032258063554763794,0.05000000074505806,0.0,0.0,0.0,0.0
renewable fashion slow fashion movement ethical brands sustainable supply chains upcycled clothing,0.029411764815449715,0.05000000074505806,0.07692307978868484,0.02631578966975212,0.0,0.0,0.02631578966975212,0.02631578966975212,0.02631578966975212,0.0,0.0,0.032258063554763794,0.02857142873108387,0.0,0.0,0.0,0.02631578966975212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764815449715
renewable technology clean tech startups green innovation sustainable gadgets eco-friendly devices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142873108387,0.0,0.0,0.029411764815449715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renewable ecosystems wetland restoration wildlife corridors natural resource management ecological balance,0.03999999910593033,0.0555555559694767,0.022727273404598236,0.0181818176060915,0.021739130839705467,0.043478261679410934,0.0181818176060915,0.0181818176060915,0.0181818176060915,0.0,0.0,0.08888889104127884,0.03921568766236305,0.043478261679410934,0.021276595070958138,0.03448275849223137,0.0181818176060915,0.0,0.0,0.01886792480945587,0.0,0.02083333395421505,0.027027027681469917,0.04545454680919647,0.01886792480945587,0.05882352963089943,0.03999999910593033
renewable policies climate action plans carbon pricing international agreements green legislation,0.02380952425301075,0.0,0.05882352963089943,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813866853714,0.023255813866853714,0.05263157933950424,0.023255813866853714,0.0,0.0,0.0,0.0,0.023255813866853714,0.0,0.022727273404598236,0.023255813866853714,0.025641025975346565,0.0,0.0,0.0,0.0,0.02380952425301075
renewable innovation breakthrough technologies sustainable startups clean energy patents future trends,0.02631578966975212,0.0,0.0,0.02380952425301075,0.0,0.06060606241226196,0.02380952425301075,0.02380952425301075,0.02380952425301075,0.0,0.0,0.05882352963089943,0.05263157933950424,0.06060606241226196,0.06060606241226196,0.0,0.02380952425301075,0.0,0.0,0.0,0.0,0.02857142873108387,0.0,0.0,0.02500000037252903,0.05128205195069313,0.02631578966975212
renewable education climate literacy environmental awareness youth activism sustainability curriculum,0.0181818176060915,0.024390242993831635,0.02083333395421505,0.03448275849223137,0.019999999552965164,0.019607843831181526,0.03448275849223137,0.03448275849223137,0.03448275849223137,0.0,0.0,0.03921568766236305,0.036363635212183,0.019607843831181526,0.019607843831181526,0.03030303120613098,0.03448275849223137,0.0,0.024390242993831635,0.0357142873108387,0.0,0.05999999865889549,0.024390242993831635,0.020408162847161293,0.017543859779834747,0.0357142873108387,0.0181818176060915
renewable health plant-based diets holistic wellness sustainable healthcare preventive medicine,0.02083333395421505,0.06060606241226196,0.024390242993831635,0.03921568766236305,0.0476190485060215,0.04651162773370743,0.03921568766236305,0.03921568766236305,0.03921568766236305,0.0,0.0,0.04545454680919647,0.0416666679084301,0.04651162773370743,0.022727273404598236,0.0,0.03921568766236305,0.0,0.029411764815449715,0.0625,0.0,0.06976744532585144,0.0,0.07500000298023224,0.019999999552965164,0.019999999552965164,0.02083333395421505
renewable arts eco-friendly art supplies sustainable design environmental art green creativity,0.0,0.03125,0.025641025975346565,0.08510638028383255,0.024390242993831635,0.04878048598766327,0.08510638028383255,0.08510638028383255,0.08510638028383255,0.0,0.0,0.0476190485060215,0.043478261679410934,0.04878048598766327,0.02380952425301075,0.0,0.08510638028383255,0.0,0.03125,0.06521739065647125,0.0,0.0476190485060215,0.0,0.02500000037252903,0.042553190141916275,0.042553190141916275,0.0
renewable culture indigenous knowledge cultural preservation sustainable traditions heritage conservation,0.019999999552965164,0.05714285746216774,0.023255813866853714,0.057692307978868484,0.02222222276031971,0.06818182021379471,0.057692307978868484,0.057692307978868484,0.057692307978868484,0.019607843831181526,0.019607843831181526,0.043478261679410934,0.06122449040412903,0.06818182021379471,0.021739130839705467,0.0357142873108387,0.057692307978868484,0.019607843831181526,0.02777777798473835,0.03921568766236305,0.019607843831181526,0.043478261679410934,0.02777777798473835,0.022727273404598236,0.01923076994717121,0.08163265138864517,0.019999999552965164
